# Title : in-situ platforms catalog
# Description : catalog of available in-situ platforms
# Project : Copernicus Marine In Situ TAC
# Format : 1.4
# Date of update : 2021-02-12T01:15:31Z
# platform_code,date_creation,date_update,wmo_platform_code,data_source,institution,institution_edmo_code,parameters,last_latitude_observation,last_longitude_observation,last_date_observation
3902109,2020-11-25T12:19:51Z,2021-02-10T09:03:18Z,3902109,GL_PR_PF_3902109_202101_YYYYMMDD GL_PR_PF_3902109_202101_YYYYMM GL_PR_PF_3902109_202101,Institute of Oceanology  Polish Academy of Sciences (IO PAS) (IO PAN),195,DC_REFERENCE DIRECTION VERTICAL_SAMPLING_SCHEME PRES TEMP PSAL,54.63346,19.15703,2021-02-10T09:03:18Z
3902110,2020-11-25T12:19:51Z,2021-02-09T09:01:34Z,3902110,GL_PR_PF_3902110_202101_YYYYMMDD GL_PR_PF_3902110_202101_YYYYMM GL_PR_PF_3902110_202101,Institute of Oceanology  Polish Academy of Sciences (IO PAS) (IO PAN),195,DC_REFERENCE DIRECTION VERTICAL_SAMPLING_SCHEME PRES TEMP PSAL DOX2,55.70767,19.27031,2021-02-09T09:01:34Z
3902133,2020-06-17T12:26:15Z,2020-06-21T14:12:03Z,3902133,GL_PR_PF_3902133_201909_YYYYMMDD GL_PR_PF_3902133_201909_YYYYMM GL_PR_PF_3902133_201909,Euro-Argo,4614,DC_REFERENCE DATA_MODE DIRECTION VERTICAL_SAMPLING_SCHEME PRES TEMP PSAL,54.78220,18.08721,2020-06-21T14:12:03Z
3902134,2020-04-25T12:11:00Z,2020-04-26T14:35:16Z,3902134,GL_PR_PF_3902134_202001_YYYYMMDD GL_PR_PF_3902134_202001_YYYYMM GL_PR_PF_3902134_202001,Euro-Argo,4614,DC_REFERENCE DATA_MODE DIRECTION VERTICAL_SAMPLING_SCHEME PRES PSAL TEMP,61.34494,18.19643,2020-04-26T14:35:16Z
3902137,2020-08-29T12:29:20Z,2021-02-09T12:01:51Z,3902137,GL_PR_PF_3902137_202003_YYYYMMDD GL_PR_PF_3902137_202003_YYYYMM GL_PR_PF_3902137_202003,Euro-Argo,4614,DC_REFERENCE DIRECTION VERTICAL_SAMPLING_SCHEME PRES TEMP PSAL,57.33511,20.05921,2021-02-09T12:01:51Z
4401568,2020-06-01T16:00:32Z,2020-07-06T13:37:21Z,4401568,GL_TS_DB_4401568_202005_YYYYMMDD GL_TS_DB_4401568_202005_YYYYMM GL_TS_DB_4401568_202005,Meteo-France / Centre de Meteorologie Marine (CMM),1190,POSITIONING_SYSTEM DC_REFERENCE DEPH DEPH_DM ATMS ATMS_DM TEMP TEMP_DM,45.81320,-49.28560,2020-07-06T13:37:21Z
48512,2019-05-06T07:17:22Z,2019-05-06T07:17:22Z,48512,GL_TS_DB_48512_YYYYMMDD GL_TS_DB_48512_YYYYMM GL_TS_DB_48512,Unknown institution, ,POSITIONING_SYSTEM DC_REFERENCE DEPH DEPH_DM DRYT DRYT_DM ATMS ATMS_DM TEMP TEMP_DM ATPT ATPT_DM ATMP ATMP_DM,59.94300,-179.99300,2019-05-06T07:17:22Z
58G3,2020-07-26T11:10:15Z,2020-07-26T11:10:15Z,LLZG,GL_PR_CT_58G3_YYYYMMDD GL_PR_CT_58G3_YYYYMM GL_PR_CT_58G3,Institute of Marine Research (IMR),1351,DC_REFERENCE DATA_MODE DIRECTION DEPH PRES TEMP PSAL DOX1 CHLT NTRA PHOS SLCA CNDC,-23.48950,-145.00000,2020-07-26T11:10:15Z
58UO,2019-07-23T12:01:26Z,2019-09-21T02:52:20Z,LGWS,GL_PR_CT_58UO_201701_YYYYMMDD GL_PR_CT_58UO_201701_YYYYMM GL_PR_CT_58UO_201701,Norway (Unknown), ,DC_REFERENCE DATA_MODE DIRECTION PRES TEMP PSAL,56.99670,-3.88800,2019-09-21T02:52:20Z
5BAD2,2019-05-05T17:54:30Z,2019-05-17T09:27:07Z,5BAD2,GL_TS_TS_5BAD2_YYYYMMDD GL_TS_TS_5BAD2_YYYYMM GL_TS_TS_5BAD2,IRD  Institut de recherche pour le developpement - Brest,440,POSITIONING_SYSTEM DC_REFERENCE DEPH DEPH_DM PSAL PSAL_DM,-43.61433,-179.99982,2019-05-17T09:27:07Z
6203559,2020-06-05T15:15:01Z,2020-06-08T13:53:50Z,6203559,GL_TS_DB_6203559_201907_YYYYMMDD GL_TS_DB_6203559_201907_YYYYMM GL_TS_DB_6203559_201907,National Data Buoy Center (NDBC)  National Oceanic and Atmospheric Administration (NOAA),1463,POSITIONING_SYSTEM DC_REFERENCE DEPH DEPH_DM TEMP TEMP_DM,55.01680,-23.40177,2020-06-08T13:53:50Z
62089,2020-04-19T15:44:29Z,2020-04-19T15:44:29Z,62089,GL_PR_XX_62089_YYYYMMDD GL_PR_XX_62089_YYYYMM GL_PR_XX_62089,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,1054,DC_REFERENCE DATA_MODE DIRECTION DEPH TEMP,54.70000,12.70000,2020-04-19T15:44:29Z
62903,2019-05-06T20:26:30Z,2019-05-06T20:26:30Z,62903,GL_TS_DB_62903_YYYYMMDD GL_TS_DB_62903_YYYYMM GL_TS_DB_62903,Unknown institution, ,POSITIONING_SYSTEM DC_REFERENCE DEPH DEPH_DM TEMP TEMP_DM ATMS ATMS_DM ATMP ATMP_DM ATPT ATPT_DM,32.06200,-37.24800,2019-05-06T20:26:30Z
62904,2020-03-15T23:56:39Z,2020-03-15T23:56:39Z,62904,GL_TS_DB_62904_YYYYMMDD GL_TS_DB_62904_YYYYMM GL_TS_DB_62904,Unknown institution, ,POSITIONING_SYSTEM DC_REFERENCE DEPH DEPH_DM TEMP TEMP_DM ATMP ATMP_DM ATPT ATPT_DM ATMS ATMS_DM,19.62800,-75.13700,2020-03-15T23:56:39Z
6400517,2019-05-06T22:07:32Z,2019-05-06T22:07:32Z,6400517,GL_TS_DB_6400517_YYYYMMDD GL_TS_DB_6400517_YYYYMM GL_TS_DB_6400517,Unknown institution, ,POSITIONING_SYSTEM DC_REFERENCE DEPH DEPH_DM ATMS ATMS_DM TEMP TEMP_DM,57.15300,3.71600,2019-05-06T22:07:32Z
64517,2019-05-06T22:26:02Z,2019-05-06T22:26:02Z,64517,GL_TS_DB_64517_YYYYMMDD GL_TS_DB_64517_YYYYMM GL_TS_DB_64517,Unknown institution, ,POSITIONING_SYSTEM DC_REFERENCE DEPH DEPH_DM ATPT ATPT_DM ATMS ATMS_DM TEMP TEMP_DM,58.19700,-61.63100,2019-05-06T22:26:02Z
66059,2019-05-19T00:08:10Z,2020-11-03T17:38:03Z,66059,GL_TS_MO_66059_202003_YYYYMMDD GL_TS_MO_66059_202003_YYYYMM GL_TS_MO_66059_202003,Institute of Hydroengineering  Polish Academy of Sciences (IBW PAN),196,POSITIONING_SYSTEM DC_REFERENCE DEPH DEPH_DM TEMP TEMP_DM VHM0 VHM0_DM VPED VPED_DM VTPK VTPK_DM VTZM VTZM_DM VZMX VZMX_DM,54.83330,17.82820,2020-11-03T17:38:03Z
66060,2019-05-19T00:11:20Z,2021-02-10T03:01:08Z,66060,GL_TS_MO_66060_202003_YYYYMMDD GL_TS_MO_66060_202003_YYYYMM GL_TS_MO_66060_202003,Poland (Unknown), ,DC_REFERENCE DEPH GSPD RELH WDIR WETT WSPD,54.81170,17.84050,2021-02-10T03:01:08Z
66861,2019-05-06T22:57:40Z,2019-05-06T22:57:40Z,66861,GL_TS_DB_66861_YYYYMMDD GL_TS_DB_66861_YYYYMM GL_TS_DB_66861,Unknown institution, ,POSITIONING_SYSTEM DC_REFERENCE DEPH DEPH_DM ATPT ATPT_DM ATMS ATMS_DM TEMP TEMP_DM,56.31300,17.58500,2019-05-06T22:57:40Z
66862,2019-05-06T22:57:42Z,2019-05-06T22:57:42Z,66862,GL_TS_DB_66862_YYYYMMDD GL_TS_DB_66862_YYYYMM GL_TS_DB_66862,Unknown institution, ,POSITIONING_SYSTEM DC_REFERENCE DEPH DEPH_DM ATPT ATPT_DM ATMS ATMS_DM TEMP TEMP_DM,57.68200,19.86200,2019-05-06T22:57:42Z
66863,2019-05-06T22:57:45Z,2019-05-06T22:57:45Z,66863,GL_TS_DB_66863_YYYYMMDD GL_TS_DB_66863_YYYYMM GL_TS_DB_66863,Unknown institution, ,POSITIONING_SYSTEM DC_REFERENCE DEPH DEPH_DM ATPT ATPT_DM ATMS ATMS_DM TEMP TEMP_DM,54.14000,14.50000,2019-05-06T22:57:45Z
66864,2019-05-06T22:57:45Z,2019-05-06T22:57:45Z,66864,GL_TS_DB_66864_YYYYMMDD GL_TS_DB_66864_YYYYMM GL_TS_DB_66864,Unknown institution, ,POSITIONING_SYSTEM DC_REFERENCE DEPH DEPH_DM ATPT ATPT_DM ATMS ATMS_DM TEMP TEMP_DM,55.92100,15.69000,2019-05-06T22:57:45Z
6801690,2019-05-14T15:49:41Z,2019-11-16T05:49:02Z,6801690,GL_PR_GL_6801690_201910_YYYYMMDD GL_PR_GL_6801690_201910_YYYYMM GL_PR_GL_6801690_201910,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DATA_MODE DIRECTION PRES PSAL TEMP TEMP_DOXY CPHL CDOM CNDC,60.51599,19.27651,2019-11-16T05:49:02Z
6801697,2019-05-14T15:49:37Z,2020-10-01T12:03:39Z,6801697,GL_PR_GL_6801697_202009_YYYYMMDD GL_PR_GL_6801697_202009_YYYYMM GL_PR_GL_6801697_202009,Tallinn University of Technology,3400,DC_REFERENCE DATA_MODE DIRECTION PRES TEMP PSAL TEMP_DOXY CPHL TUR4 CNDC,58.43991,21.31701,2020-10-01T12:03:39Z
68458,2019-05-14T15:35:20Z,2019-05-14T15:35:20Z,68458,GL_PR_GL_68458_YYYYMMDD GL_PR_GL_68458_YYYYMM GL_PR_GL_68458,Oceanic Platform of the Canary Islands (PLOCAN),3497,DC_REFERENCE DATA_MODE DIRECTION PRES TEMP PSAL CPHL TUR4 CNDC,27.93779,-17.99671,2019-05-14T15:35:20Z
6900334,2019-06-29T12:28:35Z,2019-12-14T13:26:44Z,6900334,GL_PR_PF_6900334_YYYYMMDD GL_PR_PF_6900334_YYYYMM GL_PR_PF_6900334,University of Hamburg  Institute of Oceanography,1156,DC_REFERENCE DATA_MODE DIRECTION VERTICAL_SAMPLING_SCHEME PRES TEMP PSAL PRES_ADJUSTED PRES_ADJUSTED_ERROR PSAL_ADJUSTED PSAL_ADJUSTED_ERROR TEMP_ADJUSTED TEMP_ADJUSTED_ERROR,57.59300,-6.03900,2019-12-14T13:26:44Z
6901901,2019-06-22T09:42:35Z,2019-06-22T09:42:35Z,6901901,GL_PR_PF_6901901_YYYYMMDD GL_PR_PF_6901901_YYYYMM GL_PR_PF_6901901,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DATA_MODE DIRECTION VERTICAL_SAMPLING_SCHEME PRES TEMP PSAL PRES_ADJUSTED TEMP_ADJUSTED PSAL_ADJUSTED,60.66100,18.85100,2019-06-22T09:42:35Z
6902013,2019-06-22T09:43:00Z,2019-06-22T09:43:00Z,6902013,GL_PR_PF_6902013_YYYYMMDD GL_PR_PF_6902013_YYYYMM GL_PR_PF_6902013,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DATA_MODE DIRECTION VERTICAL_SAMPLING_SCHEME PRES TEMP PSAL PRES_ADJUSTED TEMP_ADJUSTED PSAL_ADJUSTED,61.57000,19.58900,2019-06-22T09:43:00Z
6902014,2020-11-24T19:34:28Z,2020-11-24T19:34:28Z,6902014,GL_PR_PF_6902014_YYYYMMDD GL_PR_PF_6902014_YYYYMM GL_PR_PF_6902014,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DATA_MODE DIRECTION VERTICAL_SAMPLING_SCHEME PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED DOX2 DOX2_ADJUSTED DOX2_ADJUSTED_ERROR BBP700 CPHL CPHL_ADJUSTED,56.40900,19.05100,2020-11-24T19:34:28Z
6902017,2019-06-22T09:47:35Z,2019-06-22T09:47:35Z,6902017,GL_PR_PF_6902017_YYYYMMDD GL_PR_PF_6902017_YYYYMM GL_PR_PF_6902017,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DATA_MODE DIRECTION VERTICAL_SAMPLING_SCHEME PRES TEMP PSAL PRES_ADJUSTED TEMP_ADJUSTED PSAL_ADJUSTED,61.34100,19.88100,2019-06-22T09:47:35Z
6902018,2020-07-26T18:15:08Z,2020-07-26T18:15:08Z,6902018,GL_PR_PF_6902018_YYYYMMDD GL_PR_PF_6902018_YYYYMM GL_PR_PF_6902018,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DATA_MODE DIRECTION VERTICAL_SAMPLING_SCHEME PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED DOX2 CPHL CPHL_ADJUSTED BBP700,60.88300,19.43800,2020-07-26T18:15:08Z
6902019,2020-11-24T19:34:28Z,2020-11-24T19:34:28Z,6902019,GL_PR_PF_6902019_YYYYMMDD GL_PR_PF_6902019_YYYYMM GL_PR_PF_6902019,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DATA_MODE DIRECTION VERTICAL_SAMPLING_SCHEME PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED DOX2 DOX2_ADJUSTED DOX2_ADJUSTED_ERROR BBP700 CPHL CPHL_ADJUSTED,56.92500,19.54300,2020-11-24T19:34:28Z
6902020,2020-11-24T12:37:25Z,2020-11-24T19:34:30Z,6902020,GL_PR_PF_6902020_201608_YYYYMMDD GL_PR_PF_6902020_201608_YYYYMM GL_PR_PF_6902020_201608,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DATA_MODE DIRECTION VERTICAL_SAMPLING_SCHEME PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED DOX2 DOX2_ADJUSTED DOX2_ADJUSTED_ERROR BBP700 CPHL CPHL_ADJUSTED,57.12900,19.77900,2020-11-24T19:34:30Z
6902021,2020-06-18T12:27:07Z,2020-06-21T15:50:51Z,6902021,GL_PR_PF_6902021_201605_YYYYMMDD GL_PR_PF_6902021_201605_YYYYMM GL_PR_PF_6902021_201605,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DATA_MODE DIRECTION VERTICAL_SAMPLING_SCHEME PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED BBP700 CPHL DOX2 CPHL_ADJUSTED,61.56600,19.63400,2020-06-21T15:50:51Z
6902022,2019-06-20T12:53:09Z,2019-06-22T09:47:39Z,6902022,GL_PR_PF_6902022_201610_YYYYMMDD GL_PR_PF_6902022_201610_YYYYMM GL_PR_PF_6902022_201610,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DATA_MODE DIRECTION VERTICAL_SAMPLING_SCHEME PRES TEMP PSAL PRES_ADJUSTED TEMP_ADJUSTED PSAL_ADJUSTED,61.33200,20.27000,2019-06-22T09:47:39Z
6902023,2019-11-15T12:48:02Z,2021-01-15T02:02:24Z,6902023,GL_PR_PF_6902023_201801_YYYYMMDD GL_PR_PF_6902023_201801_YYYYMM GL_PR_PF_6902023_201801,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DIRECTION VERTICAL_SAMPLING_SCHEME PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED,61.53100,18.76400,2021-01-15T02:02:24Z
6902024,2020-11-24T12:37:25Z,2020-11-24T19:34:30Z,6902024,GL_PR_PF_6902024_201706_YYYYMMDD GL_PR_PF_6902024_201706_YYYYMM GL_PR_PF_6902024_201706,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DATA_MODE DIRECTION VERTICAL_SAMPLING_SCHEME PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED DOX2 DOX2_ADJUSTED DOX2_ADJUSTED_ERROR BBP700 CPHL CPHL_ADJUSTED,57.04600,19.75300,2020-11-24T19:34:30Z
6902025,2020-07-25T13:29:43Z,2020-07-26T18:15:06Z,6902025,GL_PR_PF_6902025_201810_YYYYMMDD GL_PR_PF_6902025_201810_YYYYMM GL_PR_PF_6902025_201810,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DATA_MODE DIRECTION VERTICAL_SAMPLING_SCHEME PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED DOX2,61.57800,18.94000,2020-07-26T18:15:06Z
6902026,2019-06-20T12:55:47Z,2020-01-19T19:18:27Z,6902026,GL_PR_PF_6902026_201906_YYYYMMDD GL_PR_PF_6902026_201906_YYYYMM GL_PR_PF_6902026_201906,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DATA_MODE DIRECTION VERTICAL_SAMPLING_SCHEME PRES TEMP_ADJUSTED PSAL_ADJUSTED PRES_ADJUSTED TEMP PSAL,64.89600,21.36000,2020-01-19T19:18:27Z
6902027,2020-07-25T13:32:10Z,2020-08-30T18:35:14Z,6902027,GL_PR_PF_6902027_201810_YYYYMMDD GL_PR_PF_6902027_201810_YYYYMM GL_PR_PF_6902027_201810,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DATA_MODE DIRECTION VERTICAL_SAMPLING_SCHEME PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED DOX2 CPHL CPHL_ADJUSTED BBP700,57.00300,19.77400,2020-08-30T18:35:14Z
6902028,2020-11-24T12:37:54Z,2020-11-24T19:34:30Z,6902028,GL_PR_PF_6902028_201809_YYYYMMDD GL_PR_PF_6902028_201809_YYYYMM GL_PR_PF_6902028_201809,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DATA_MODE DIRECTION VERTICAL_SAMPLING_SCHEME PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED DOX2 DOX2_ADJUSTED DOX2_ADJUSTED_ERROR BBP700 CPHL CPHL_ADJUSTED,60.86800,19.26400,2020-11-24T19:34:30Z
6902029,2019-05-07T22:57:36Z,2019-05-24T19:45:32Z,6902029,GL_PR_PF_6902029_201710_YYYYMMDD GL_PR_PF_6902029_201710_YYYYMM GL_PR_PF_6902029_201710,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DATA_MODE DIRECTION VERTICAL_SAMPLING_SCHEME PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED,61.35300,20.01900,2019-05-24T19:45:32Z
6902030,2019-06-20T12:58:38Z,2019-06-22T09:51:52Z,6902030,GL_PR_PF_6902030_201903_YYYYMMDD GL_PR_PF_6902030_201903_YYYYMM GL_PR_PF_6902030_201903,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DATA_MODE DIRECTION VERTICAL_SAMPLING_SCHEME PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED,61.21100,18.86600,2019-06-22T09:51:52Z
6902036,2019-05-07T22:57:29Z,2019-05-24T19:46:36Z,6902036,GL_PR_PF_6902036_201702_YYYYMMDD GL_PR_PF_6902036_201702_YYYYMM GL_PR_PF_6902036_201702,Poland (Unknown), ,DC_REFERENCE DATA_MODE DIRECTION VERTICAL_SAMPLING_SCHEME PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED,55.01100,15.73700,2019-05-24T19:46:36Z
6903696,2019-12-11T16:09:56Z,2019-12-15T18:21:45Z,6903696,GL_PR_PF_6903696_201812_YYYYMMDD GL_PR_PF_6903696_201812_YYYYMM GL_PR_PF_6903696_201812,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DATA_MODE DIRECTION VERTICAL_SAMPLING_SCHEME PRES PSAL TEMP,59.64041,21.50619,2019-12-15T18:21:45Z
6903697,2020-11-24T12:51:13Z,2020-12-20T17:47:23Z,6903697,GL_PR_PF_6903697_201908_YYYYMMDD GL_PR_PF_6903697_201908_YYYYMM GL_PR_PF_6903697_201908,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DIRECTION VERTICAL_SAMPLING_SCHEME PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED DOX2 DOX2_ADJUSTED DOX2_ADJUSTED_ERROR BBP700 CPHL CPHL_ADJUSTED,57.06700,19.82700,2020-12-20T17:47:23Z
6903698,2019-07-11T12:56:47Z,2021-02-10T05:02:59Z,6903698,GL_PR_PF_6903698_202003_YYYYMMDD GL_PR_PF_6903698_202003_YYYYMM GL_PR_PF_6903698_202003,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DIRECTION VERTICAL_SAMPLING_SCHEME PRES TEMP PSAL,62.35441,18.80011,2021-02-10T05:02:59Z
6903699,2020-11-24T12:51:13Z,2021-02-10T09:04:55Z,6903699,GL_PR_PF_6903699_202003_YYYYMMDD GL_PR_PF_6903699_202003_YYYYMM GL_PR_PF_6903699_202003,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DIRECTION VERTICAL_SAMPLING_SCHEME PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED DOX2,61.42646,20.12929,2021-02-10T09:04:55Z
6903700,2020-11-24T12:55:10Z,2021-02-02T01:18:04Z,6903700,GL_PR_PF_6903700_202003_YYYYMMDD GL_PR_PF_6903700_202003_YYYYMM GL_PR_PF_6903700_202003,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DIRECTION VERTICAL_SAMPLING_SCHEME PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED DOX2,64.26196,21.84385,2021-02-02T01:18:04Z
6903701,2021-01-19T12:22:57Z,2021-01-24T16:30:05Z,6903701,GL_PR_PF_6903701_202003_YYYYMMDD GL_PR_PF_6903701_202003_YYYYMM GL_PR_PF_6903701_202003,Finnish Meteorological Institute (FMI),1725,DC_REFERENCE DIRECTION VERTICAL_SAMPLING_SCHEME PRES PRES_ADJUSTED TEMP TEMP_ADJUSTED PSAL PSAL_ADJUSTED DOX2 DOX2_ADJUSTED DOX2_ADJUSTED_ERROR,57.06499,19.79855,2021-01-24T16:30:05Z
